0.000000 0.000000 -1.047198 0.000000
0.500460 -0.865759 -1.045609 0.003150
1.003633 -1.729944 -1.040952 0.006138
1.512088 -2.591030 -1.033386 0.008968
2.028233 -3.447526 -1.023068 0.011642
2.554301 -4.297960 -1.010153 0.014164
3.092350 -5.140862 -0.994791 0.016535
3.644250 -5.974757 -0.977132 0.018759
4.211683 -6.798156 -0.957321 0.020839
4.796138 -7.609557 -0.935502 0.022776
5.398910 -8.407441 -0.911815 0.024575
6.021095 -9.190276 -0.886397 0.026238
6.663592 -9.956524 -0.859384 0.027767
7.327105 -10.704643 -0.830907 0.029165
8.012141 -11.433100 -0.801095 0.030436
8.719019 -12.140378 -0.770076 0.031581
9.447869 -12.824990 -0.737973 0.032604
10.198640 -13.485484 -0.704907 0.033508
10.971110 -14.120461 -0.670996 0.034295
11.764892 -14.728586 -0.636356 0.034967
12.579443 -15.308596 -0.601099 0.035529
13.414077 -15.859313 -0.565335 0.035982
14.267978 -16.379657 -0.529171 0.036329
15.140213 -16.868651 -0.492711 0.036573
16.029743 -17.325434 -0.456058 0.036717
16.935440 -17.749263 -0.419309 0.036764
17.856104 -18.139524 -0.382562 0.036716
18.790474 -18.495736 -0.345908 0.036576
19.737248 -18.817548 -0.309439 0.036347
20.695094 -19.104751 -0.273242 0.036032
21.662669 -19.357270 -0.237402 0.035634
22.638632 -19.575164 -0.202002 0.035154
23.621656 -19.758628 -0.167120 0.034597
24.610444 -19.907985 -0.132834 0.033964
25.603742 -20.023685 -0.099216 0.033259
26.600345 -20.106296 -0.066339 0.032484
27.599113 -20.156499 -0.034270 0.031643
28.598978 -20.175083 -0.003075 0.030737
29.598950 -20.162933 0.027183 0.029770
30.598125 -20.121027 0.056444 0.028744
31.595692 -20.050425 0.084652 0.027662
32.590931 -19.952260 0.111752 0.026528
33.583223 -19.827732 0.137691 0.025343
34.572048 -19.678101 0.162422 0.024111
35.556984 -19.504676 0.185898 0.022834
36.537709 -19.308810 0.208076 0.021515
37.513997 -19.091893 0.228915 0.020157
38.485718 -18.855345 0.248378 0.018763
39.452833 -18.600609 0.266429 0.017334
40.415388 -18.329152 0.283037 0.015876
41.373514 -18.042451 0.298171 0.014389
42.327415 -17.741999 0.311805 0.012876
43.277366 -17.429293 0.323916 0.011341
44.223708 -17.105838 0.334481 0.009787
45.166835 -16.773143 0.343484 0.008215
46.107192 -16.432715 0.350907 0.006630
47.045266 -16.086066 0.356739 0.005032
47.981577 -15.734705 0.360969 0.003426
48.916670 -15.380142 0.363590 0.001815
49.851109 -15.023886 0.364597 0.000200
50.785466 -14.667446 0.363990 -0.001415
51.720316 -14.312330 0.361767 -0.003028
52.656225 -13.960045 0.357935 -0.004636
53.593745 -13.612100 0.352499 -0.006235
54.533402 -13.270002 0.345468 -0.007824
55.475694 -12.935258 0.336855 -0.009399
56.421076 -12.609373 0.326674 -0.010959
57.369960 -12.293851 0.314944 -0.012498
58.322700 -11.990192 0.301685 -0.014017
59.279591 -11.699892 0.286919 -0.015510
60.240859 -11.424437 0.270674 -0.016976
61.206658 -11.165302 0.252977 -0.018412
62.177060 -10.923952 0.233860 -0.019815
63.152054 -10.701827 0.213358 -0.021183
64.131539 -10.500350 0.191508 -0.022511
65.115323 -10.320912 0.168349 -0.023799
66.103116 -10.164869 0.143925 -0.025043
67.094534 -10.033539 0.118280 -0.026239
68.089093 -9.928189 0.091462 -0.027387
69.086211 -9.850034 0.063524 -0.028481
70.085210 -9.800225 0.034518 -0.029521
71.085315 -9.779841 0.004501 -0.030503
72.085663 -9.789887 -0.026468 -0.031424
73.085303 -9.831278 -0.058327 -0.032282
74.083202 -9.904836 -0.091010 -0.033074
75.078256 -10.011284 -0.124451 -0.033796
76.069293 -10.151236 -0.158579 -0.034447
77.055086 -10.325189 -0.193320 -0.035023
78.034361 -10.533523 -0.228599 -0.035522
79.005813 -10.776491 -0.264338 -0.035941
79.968110 -11.054218 -0.300454 -0.036277
80.919915 -11.366695 -0.336864 -0.036528
81.859895 -11.713781 -0.373480 -0.036690
82.786735 -12.095198 -0.410213 -0.036761
83.699154 -12.510536 -0.446971 -0.036738
84.595922 -12.959251 -0.483657 -0.036618
85.475872 -13.440672 -0.520173 -0.036399
86.337915 -13.954001 -0.556420 -0.036077
87.181057 -14.498322 -0.592293 -0.035651
88.004413 -15.072606 -0.627686 -0.035116
88.807218 -15.675722 -0.662489 -0.034472
89.588843 -16.306438 -0.696591 -0.033713
90.348809 -16.963441 -0.729877 -0.032839
91.086793 -17.645339 -0.762230 -0.031846
91.802642 -18.350672 -0.793528 -0.030731
92.496383 -19.077928 -0.823650 -0.029492
93.168230 -19.825547 -0.852469 -0.028125
93.818590 -20.591935 -0.879857 -0.026628
94.448068 -21.375472 -0.905682 -0.024999
95.057475 -22.174519 -0.929810 -0.023234
95.647828 -22.987428 -0.952104 -0.021331
96.220349 -23.812544 -0.972425 -0.019287
96.776472 -24.648212 -0.990630 -0.017099
97.317833 -25.492776 -1.006574 -0.014764
97.846274 -26.344578 -1.020109 -0.012280
98.363832 -27.201953 -1.031084 -0.009644
98.872736 -28.063223 -1.039345 -0.006853
99.375397 -28.926684 -1.044736 -0.003904
99.874391 -29.790594 -1.047099 -0.000794
99.997599 -30.004204 -1.047198 0.000000
